S01,Spring,season
S02,Summer,season
S03,Fall,season
S04,Winter,season
W01,Alone,with_who
W02,Family,with_who
W03,Couple,with_who
W04,Friend,with_who
11,서울특별시,areacode
21,부산광역시,areacode
22,대구광역시,areacode
23,인천광역시,areacode
24,광주광역시,areacode
25,대전광역시,areacode
26,울산광역시,areacode
29,세종특별자치시,areacode
31,경기도,areacode
32,강원도,areacode
33,충청북도,areacode
34,충청남도,areacode
35,전라북도,areacode
36,전라남도,areacode
37,경상북도,areacode
38,경상남도,areacode
39,제주특별자치도,areacode
